id,Files & media,Album contains,Status,To do,Khadde,Zone,Google Earth link,Location pin,Google Earth placemark,Presentable,7-12 Area (Acres),Length (Kms),"dashboard done, email sent?",Link,Sub-item,Parent item,Album (1),Tag,Grove type,Site data check,Date,Trees,Area Measured (Acres),Planned Allocation,Album Pic,Volunteer Name,Name,Survival,album owner,Taluka,Account,District,Season,Remark,PMRDA,Service offered,नाव (मराठी),Land Type,Land Owner,Village,Unique Site Id,Data errors,Issue Resolution
fcd59906-a83e-49c6-805f-160ed1836f24,,,,Not started,,,,,false,,,,true,https://photos.app.goo.gl/DjXN5h3ZmtXFjj2f9,,,,Visitors,,false,2024-08-05,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/019e30ac-e0c1-4faa-b2ea-2756ce03a6bb/WhatsApp_Image_2024-08-05_at_12.37.26_PM.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=5156662d4d0fc0df18a62df549fc98a802ff30c19a43ad653cc9b655aa173f66&X-Amz-SignedHeaders=host&x-id=GetObject,,05-08-2024 Visit ,,onsite@14trees,,,,,,,,,,,,,,
95c0ed4c-bd79-4102-8f5f-826a06c7437f,,"Pooja Castings,CSR,Rotary Nigdi,Rotary",,Not started,,,,,false,,,,false,https://photos.app.goo.gl/9EGBLcKHQ8TJgdE1A,,,,Visitors,,false,2024-08-04,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/1f8cccce-8674-4858-8cf7-eda540d3c1ca/IMG_20240804_105113_1.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=5a1f168ca0bc93ddde05b1bc3f0e8b1a6dc881110f63c76e8259bf8eb3c68ea4&X-Amz-SignedHeaders=host&x-id=GetObject,,04-08-2024 - Pooja Castings Peth Gairan Visit ,,onsite@14trees,,,,,,,,,,,,,,
ec0e5f99-05b1-480f-93cb-69f1f3a08ce7,,"Tata ELXSI,CSR",,Not started,,,https://earth.google.com/earth/d/1bQjAYbLr5njaBD2WPA4eWiH_Rqe5PWKv?usp=sharing,https://maps.app.goo.gl/5EQgL2RoXtwZdf1g8,true,,40,,true,https://photos.app.goo.gl/jr7y5yX7VeT8TWiJ9,,,,Visitors,Corporate,false,2024-08-03,23,35.22,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/7434f0c4-b1a8-43b1-8650-cee12525bade/IMG_20240803_183710.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=ff9bb6a348f24d349d36350c77ce62118697032d13189224579a7c7292049a94&X-Amz-SignedHeaders=host&x-id=GetObject,,03-08-2024 Tata ELXSI Pur Gairan Visit ,,onsite@14trees,,Tata ELXSI,Pune (पुणे),,,,,,,,,,,
323c553f-b01a-4ad0-af95-f0ef80a48d91,,"KPIT,CSR",,In progress,,,,,false,,,,false,https://photos.app.goo.gl/UDu3inKxkgkdWadx7,,,,Visitors,,false,2024-08-03,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/6178b6f0-a66e-44fa-ae5a-74dba801cedb/20240803_124804.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=86dadeae55c4b22a4beeeec971d6127f53afbb1a4c213f8ccf4d88c4d09e4749&X-Amz-SignedHeaders=host&x-id=GetObject,,03-08-2024 KPIT Pargaon Visit ,,onsite@14trees,,,,,,,,,,,,,,
592db060-16f3-4ed5-a757-8fe1268004d1,,"Water body,Flowers,insects,Herbs,grass,birds,Ponds,Volunteers,Flora,landscape,biodiversity,season,monsoon,plants,butterflies,trees,rain",,In progress,,,,https://maps.app.goo.gl/RxMsGBhTVRRwNjWb6,false,,,,false,https://photos.app.goo.gl/BfBYs8R2bs86R7to7,,,,Biodiversity Survey,Corporate,false,2024-08-01,2,,,,"[object Object],[object Object]",Biodiversity Baseline Survey at Pur Gairan,,admin@14Trees,,,,Monsoon,,,,,,,,,,
f9a1f997-3a40-4dd1-8d0e-ffd1563ece3c,,,वाटप,Not started,,,,,false,,,,false,https://photos.app.goo.gl/zhYCNKQ3rPtNFJxL8,,,,site-school,,false,,,,,,,"जि प म प्राथ शाळा शेलगाव मु ता नांदुरा जि बुलडाणा, विद्यार्थी रोपे वाटप.",,,,,,,,,,,,,,,,
2a11b46e-9d39-4e29-b781-4bf74d57292d,,,,Not started,,,,,false,,,,true,https://photos.app.goo.gl/zedpYZdvGuTVPTp96,,,,Visitors,,false,2024-07-27,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/b09644fa-4e3f-42db-b300-05fec3d7f231/WhatsApp_Image_2024-07-27_at_3.39.47_PM.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=aeeb4654764402842ca4d12670e76c7d2927e9b7f6dcd94f99936ac54a3cc7d4&X-Amz-SignedHeaders=host&x-id=GetObject,,"27-07-2024 Pargaon Gairan, KPIT Visit.",,onsite@14trees,,,,,,,,,,,,,,
e7fd4cee-3f46-47c9-bd7f-688d4710eb2d,,,"Next year,Document-पाहिजे",Not started,,,,,false,,,,false,https://photos.app.goo.gl/BLAXs9kiS4QwqPDS9,,,,site-gairan,,false,,,,,,,"चांदुस गायरान, नं 1 ता - खेड जि - पुणे ",,,Khed (खेड),,,,,,,,,,,,,
f37dc5c8-f4d8-453b-bd9e-903c13bc4940,,,वाटप,Not started,,,,,false,,,,false,https://photos.app.goo.gl/YSvji2xkwAx5t7qr8,,,,मोताळा स्कूल,,false,,,,,,,शरद पवार विद्यालय सारोळा मारोती ता मोताळा जि बुलढाणा विद्यार्थी रोपे वाटप ,,,,,,,,,,,,,,,,
6857f947-edc5-4d6d-98b2-4e5b6de64976,,HSBC,,DONE!,,,,,false,,,,true,https://photos.app.goo.gl/fUJG9tenwahmtGKP7,,,,Visitors,Corporate,false,2024-07-20,68,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/7f0121a7-edb2-4848-9e9b-9950ef8702b3/IMG_4112.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=52680157768e498e64b22ae180e4a043bef5ab2960699ea398e39e8d3afc46b4&X-Amz-SignedHeaders=host&x-id=GetObject,"[object Object],[object Object]",20-07-2024- PUR Gairan - HSBC  Visit.,,onsite@14trees,,,,,,,,,,,,,,
0cfb29e1-102f-43a7-ac9d-43317e84e5e1,,soil,,Not started,,,,,false,,,,false,https://photos.app.goo.gl/eTbCT5tBkwywaPYN9,,,,Album-14T,,false,,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/bb8b6261-4123-444f-b0f1-1bea3a895715/Screen_Shot_2024-07-23_at_12.18.41_PM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=e51a77a25869d4ea0386f7922246d1aa2b5f7c7c514d4f8bc7c88bd6507d7000&X-Amz-SignedHeaders=host&x-id=GetObject,,Soil Erosion ,,pravin113b,,,,,,,,,,,,,,
22e2752c-1d94-4ca1-92f8-d8d050cf6ab5,,,,Not started,,,,,false,,,,false,https://photos.app.goo.gl/1WuxZMUjGHhYwXBF6,,,,Work order,,false,2024-07-21,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/3bb40ce8-1e24-444a-880b-8d74352aa912/WhatsApp_Image_2024-07-21_at_8.46.13_AM.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=0dfea3a73120324b57cafba11a6a6a94817f400f49c7999ee15d7c678e1f1e50&X-Amz-SignedHeaders=host&x-id=GetObject,,61’s b’day gift by Mala & Ram,,pravin@14trees,,,,,,,,,,,,,,
cc5dd4f7-8fad-4fd8-b176-4d43fd7df0b2,,,,DONE!,,,,,false,,,,true,https://photos.app.goo.gl/yQ6irLFB7PxnacSk7,,,,Visitors,,false,2024-07-21,39,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/fee8720f-b782-4298-ba6d-b7524202a819/IMG_4468.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=923dc7abfcec467e43f91c28b5d6d4662e69cc26a8f2d882d3872f49d4004313&X-Amz-SignedHeaders=host&x-id=GetObject,,21-07-2024 - Ajay Laddha Family & Friends Visit ,,Prashant Pawar,,,,,,,,,,,,,,
301e0cfa-4f23-45c3-bf00-ef42c5bed33a,,,,Not started,,,,,false,,,,false,https://photos.app.goo.gl/EtV7MMGukSQV5yWM9,,,,Visitors,,false,2024-07-21,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/0e7d7709-d290-4d11-b384-f56244d6ef15/Screenshot_2024-07-22_at_11.32.41_AM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=a8fe0cbaaf2b8cf69c9f25830b7e8c3e232f6662597779180c275e590762baec&X-Amz-SignedHeaders=host&x-id=GetObject,,21-07-2024 Art of living Awasari visit ,,Prashant Pawar,,,,,,,,,,,,,,
5f809e6b-0a79-497d-b13f-56d0d22e8c45,,,Next year,Not started,2033,,,,false,,,,false,https://photos.app.goo.gl/6L4WBPq7zgtdh2uG8,,,,site-gairan,,false,,,,Kailas Gaikwad (Adln secy),https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/a82e679c-3417-4696-a080-6abfbc4628fa/371f11b5-3c5d-4917-a1de-3b0a8606b1f3_Original.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=5573cdaafb1161859dcba95533ed74b3bf52bf4cb1ef8a7a0df1590a8f271b3a&X-Amz-SignedHeaders=host&x-id=GetObject,,मुक्ताई माळ गायरान लोणी ता आंबेगाव जि पुणे ,,onsite@14trees,Ambegaon (आंबेगाव),,,,Water?,,,,,,,,,
feb5bfe4-6e9a-402b-b829-7ef0278fa637,,,,Not started,,,https://earth.google.com/earth/d/16qsXILeHmMVAs7WETC329QmiGSl0RwRu?usp=sharing,,false,,,,false,https://photos.app.goo.gl/vUNdBz1FaVL2BE8JA,,,,site-14T,,false,,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/86c48061-4bca-49b9-858e-18533bf39fad/Screenshot_2024-08-03_at_3.08.11_PM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=ca3f44c2ec81242087afc87859f0b1aea05281556356aacc4af8084e9f46995e&X-Amz-SignedHeaders=host&x-id=GetObject,,Zone 2 Visitors Gat 651 (Kiran) ,,Prashant Pawar,,,Pune (पुणे),,,,,,,,,,,
1ea26879-1f8b-40e9-a12a-d217a5cab666,,KPIT,,In progress,,,,,false,,,,false,https://photos.app.goo.gl/fSWNDkxVG7tYDTYL7,,,,Visitors,,false,2024-07-20,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/639fb356-c202-444a-9d11-382d260841b5/IMG-20240720-WA0004.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=795778531a335c2bb7d48ebc20937316bd81c3fb5482617356ba214135b2412c&X-Amz-SignedHeaders=host&x-id=GetObject,,20-07-2024 KPIT Visit ,,Prashant Pawar,,,,,,,,,,,,,,
b71bafed-9ded-47bb-ba98-cf2779507f44,,,,Not started,,,,,false,,,,false,https://photos.app.goo.gl/j22qo3NtKWnSkG46A,,,,site-14T,,false,,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/808831d9-9bd4-4e9a-b671-320f7da5366d/20c26676-71f4-4453-905a-957bb44bfb1a.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=ae1a155211659063f4dbef63d47de6bb2cce8ab78115656e250ca0cb31cd03c1&X-Amz-SignedHeaders=host&x-id=GetObject,,देशी गाय नवीन प्रयोग .…,,onsite@14trees,,,देशी गाय नवीन प्रयोग,,,,,,,,,,,
f868c8ee-47d3-4936-86eb-6b825fb7f33c,,,,Not started,,,,,false,,,,false,https://photos.app.goo.gl/QDJSpPQ6sJDrbQBC8,,,,site-14T,,false,,,,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/0cecf72d-6158-4eee-9b2d-462cb8019f55/IMG_3942.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=587f7457a19800710487d2c73a6ff5d1a33cdd237a2a05051e9df3616ed1fdec&X-Amz-SignedHeaders=host&x-id=GetObject,,"14 Trees - Onsite Team 
2024",,Prashant Pawar,,,14 Trees कर्मचारी,,,,,,,,,,,
6980dccc-3862-4d60-b2dd-60d31d0c3774,,Tata ELXSI,,In progress,,,https://earth.google.com/earth/d/1bQjAYbLr5njaBD2WPA4eWiH_Rqe5PWKv?usp=sharing,https://maps.app.goo.gl/5EQgL2RoXtwZdf1g8,true,,40,,true,https://photos.app.goo.gl/Wp2Vv2YAsq9nj2gh6,,,,Visitors,Corporate,false,2024-07-20,64,35.55,,https://prod-files-secure.s3.us-west-2.amazonaws.com/33872f50-9c20-474b-9380-ab4f68302942/52953d0a-d0e9-486b-9706-1a958be2b6a4/IMG_4137.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45HZZMZUHI%2F20240822%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20240822T045429Z&X-Amz-Expires=3600&X-Amz-Signature=e06f4f3c9cb8790c929914c0e776eee7df2aa2f026756226e12d7606a251ceeb&X-Amz-SignedHeaders=host&x-id=GetObject,"[object Object],[object Object]",20-07-2024- PUR Gairan - Tata ELXSI Visit.,,onsite@14trees,,Tata ELXSI,Pune (पुणे),,,,,,,,,,,
